Full Name,Year,Nationality,Gender,Type of Death,Status,Job,Employed as,Organizations,Coverage,Medium,Local or Foreign?,Source of Fire,Motive Confirmed,tortured,captive,threatened,photoUrl,photoCredit
Claude Verlon,2013,,Male,Murder,Confirmed,Technician,Staff,Radio France Internationale,"Human Rights,Politics,War",Radio,Foreign,Political Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/claudeverlon.afp.jpg,AFP
Édison Alberto Molina,2013,Colombia,Male,Murder,Confirmed,"Broadcast Reporter,Columnist/Commentator",Staff,Puerto Berrío Stereo,"Corruption,Politics",Radio,Local,,Confirmed,No,No,Yes,,
Fernando Solijon,2013,Philippines,Male,Murder,Confirmed,Broadcast Reporter,Staff,DxLS Love Radio,"Corruption,Politics",Radio,Local,Government Officials,Confirmed,No,No,Yes,,
Fidaa al-Baali,2013,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Orient News,"Human Rights,War",Television,Local,Military Officials,Confirmed,,,,,
Ghaith Abd al-Jawad,2013,Syria,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Freelance,Qaboun Media Center,"Human Rights,Politics,War",Internet,Local,Military Officials,Confirmed,,,,,
Ghislaine Dupont,2013,,Female,Murder,Confirmed,Broadcast Reporter,Staff,Radio France Internationale,"Human Rights,Politics,War",Radio,Foreign,Political Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/ghislaine.afp.jpg,AFP
Habiba Ahmed Abd Elaziz,2013,Egypt,Female,Crossfire,Confirmed,Broadcast Reporter,Freelance,Al-Jazeera,"Human Rights,Politics,War",Television,Local,Military Officials,Confirmed,,,,,
Imran Shaikh,2013,Pakistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Samaa TV,"Crime,Human Rights,Politics",Television,Local,Political Group,Confirmed,,,,,
Issam Obeid,2013,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,War",Internet,Local,,Confirmed,,,,,
Jamal Abdul-Nasser Sami,2013,Iraq,Male,Murder,Confirmed,Editor,Staff,Salaheddin TV,"Culture,Politics",Television,Local,Political Group,Confirmed,No,Yes,No,,
Joas Dignos,2013,Philippines,Male,Murder,Confirmed,"Broadcast Reporter,Columnist/Commentator",Staff,DXGT Radio,"Corruption,Politics",Radio,Local,,Confirmed,No,No,Yes,,
José Roberto Ornelas de Lemos,2013,Brazil,Male,Murder,Confirmed,Publisher/Owner,Staff,Jornal Hora H,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Kawa Garmyane,2013,Iraq,Male,Murder,Confirmed,"Editor,Print Reporter",Staff,"Rayel, Awene","Corruption,Crime,Politics","Print,Internet",Local,,Confirmed,No,No,Yes,,
Liban Abdullahi Farah,2013,Somalia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Kalsan TV,Politics,Television,Local,,Confirmed,No,No,No,,
Loay al-Nimir,2013,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,War",Internet,Local,,Confirmed,,,,,
Mafaldo Bezerra Goes,2013,Brazil,Male,Murder,Confirmed,Broadcast Reporter,Staff,FM Rio Jaguaribe,Crime,Radio,Local,Criminal Group,Confirmed,No,No,Yes,,
Mahmoud Natouf,2013,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,"Sana al-Thawra, Moadamyat Al-Sham Media Center",War,Internet,Local,Military Officials,Confirmed,,,,,
Mario Sy,2013,Philippines,Male,Murder,Confirmed,Photographer,Freelance,Freelance,Crime,Print,Local,Criminal Group,Confirmed,No,No,No,,
Mick Deane,2013,,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Sky News,"Human Rights,Politics,War",Television,Foreign,"Military Officials, Political Group",Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/mick.deane.egypt.skynews.youtube.slideshow.headshot.jpg,
Mikhail Beketov,2013,Russia,Male,Murder,Confirmed,"Editor,Print Reporter",Staff,Khimkinskaya Pravda,Politics,Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/beketov.jpg,
Mirza Iqbal Hussain,2013,Pakistan,Male,Dangerous Assignment,Confirmed,Photographer,Staff,News Network International,"Crime,Human Rights,Politics",Internet,Local,Political Group,Confirmed,,,,,
Mohamed Ahmed Taysir Bellou,2013,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Shahba Press,"Politics,War",Internet,Local,Military Officials,Confirmed,,,,,
Mohamed al-Mesalma,2013,Syria,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Al-Jazeera,War,Television,Local,,Confirmed,,,,,
Mohamed Ibrahim Raage,2013,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Producer",Staff,"Radio Mogadishu, Somali National Television",Politics,"Radio,Television",Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Ragee.jpg,NUSOJ
Mohamed Mohamud,2013,Somalia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Universal TV,"Politics,War",Television,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Killed.Mohamed_Mohamud.Act.for.Somalia.jpg,(Act for Somalia)
Mohamed Saeed al-Hamwi,2013,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Freelance,Qaboun Media Center,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Mohamed Yamen Naddaf,2013,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Shahba Press,"Politics,War",Internet,Local,Military Officials,Confirmed,,,,,
Mohammad Saeed,2013,Syria,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Arabiya,"Politics,War",Television,Local,Political Group,Confirmed,No,No,Yes,,
Mohammed Ghanem,2013,Iraq,Male,Murder,Confirmed,Camera Operator,Staff,Al-Sharqiyah,Culture,Television,Local,,Confirmed,No,No,Yes,,
Mohammed Karim al-Badrani,2013,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Sharqiyah,Culture,Television,Local,,Confirmed,No,No,Yes,,
Molhem Barakat,2013,Syria,Male,Crossfire,Confirmed,Photographer,Freelance,Freelance,"Human Rights,Politics,War","Print,Internet",Local,"Military Officials, Political Group",Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/killed.barakat.syria.reuters.jpg,(Reuters)
Mosaab al-Shami,2013,Egypt,Male,Dangerous Assignment,Confirmed,Photographer,Staff,Rassd News Network,"Human Rights,Politics",Internet,Local,Government Officials,Confirmed,,,,,
Muhammad Hassan Al-Musalama,2013,Syria,Male,Crossfire,Confirmed,"Camera Operator,Editor,Internet Reporter",Freelance,Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd,"Human Rights,War",Internet,Local,,Confirmed,,,,,
Muhammed Tariq Jadua,2013,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator,Photographer",Freelance,Jisr Al-Shaghur Multimedia Network,"Human Rights,War","Television,Internet",Local,Military Officials,Confirmed,,,,,
Narendra Dabholkar,2013,India,Male,Murder,Confirmed,Editor,Staff,Sadhana,"Culture,Politics",Print,Local,,Confirmed,No,No,Yes,,
Nawras al-Nuaimi,2013,Iraq,Female,Murder,Confirmed,Broadcast Reporter,Staff,Al-Mosuliya TV,"Corruption,Culture,Politics,War",Television,Local,,Confirmed,No,No,No,,
Nour al-Din Al-Hafiri,2013,Syria,Male,Crossfire,Confirmed,"Camera Operator,Producer,Technician",Freelance,Freelance,War,"Television,Internet",Local,Military Officials,Confirmed,,,,,
Olivier Voisin,2013,,Male,Crossfire,Confirmed,Photographer,Freelance,Freelance,"Human Rights,Politics,War","Print,Internet",Foreign,,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/oliviervoisin.afpcropped.jpg,
Raad Yassin Al-Baddi,2013,Iraq,Male,Murder,Confirmed,Editor,Staff,Salaheddin TV,"Culture,Politics",Television,Local,Political Group,Confirmed,No,Yes,No,,
Rajesh Verma,2013,India,Male,Dangerous Assignment,Confirmed,"Broadcast Reporter,Camera Operator",Staff,IBN 7,"Crime,Politics",Television,Local,,Confirmed,,,,,
Rakesh Sharma,2013,India,Male,Murder,Confirmed,Print Reporter,Staff,Aaj,"Corruption,Crime,Politics",Print,Local,Criminal Group,Confirmed,No,No,No,,
Rodrigo Neto,2013,Brazil,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Staff,Rádio Vanguarda and Vale do Aço,Crime,"Print,Radio",Local,Government Officials,Confirmed,No,No,Yes,,
Sai Reddy,2013,India,Male,Murder,Confirmed,Print Reporter,Staff,Deshbandhu,"Corruption,Culture,Politics",Print,Local,Political Group,Confirmed,No,No,Yes,,
Saif ur Rehman,2013,Pakistan,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Samaa TV,"Crime,Human Rights,Politics",Television,Local,Political Group,Confirmed,,,,,
Salah al-Din Hassan,2013,Egypt,Male,Dangerous Assignment,Confirmed,Internet Reporter,Staff,Shaab Masr,"Human Rights,Politics",Internet,Local,Political Group,Confirmed,,,,https://cpj-photos.s3.amazonaws.com/Hany%20Salah%20el-Din-Family-2017-12-18-1513626838686.JPG,Family photo
Saleh Ayyad Hafyana,2013,Libya,Male,Dangerous Assignment,Confirmed,Photographer,Staff,Fassato News Agency,"Culture,Politics",Internet,Local,Paramilitary Group,Confirmed,,,,,
Shahir al-Muaddamani,2013,Syria,Male,Crossfire,Confirmed,"Photographer,Internet Reporter",Freelance,Local Council of Deraya City Media Office,War,Internet,Local,Military Officials,Confirmed,,,,,
Suhail Mahmoud al-Ali,2013,Syria,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,Dunya TV,War,Television,Local,Political Group,Confirmed,No,No,No,,
Tamer Abdel Raouf,2013,Egypt,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Al-Ahram,"Business,Corruption,Crime,Human Rights,Politics",Print,Local,Government Officials,Confirmed,,,,,
Wadih Sa'ad al-Hamdani,2013,Iraq,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Baghdad TV,"Corruption,Crime,Culture,Politics,War",Television,Local,Local Residents,Confirmed,,,,,
Walgney Assis Carvalho,2013,Brazil,Male,Murder,Confirmed,Photographer,Freelance,Freelance,Crime,Print,Local,Government Officials,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/carvalho%2525201cropped.jpg,
Walid Jamil Amira,2013,Syria,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Freelance,Jobar Media Center,"Human Rights,Politics,War",Internet,Local,Military Officials,Confirmed,,,,,
Wassan Al-Azzawi,2013,Iraq,Female,Murder,Confirmed,Broadcast Reporter,Staff,Salaheddin TV,"Culture,Politics",Television,Local,Political Group,Confirmed,No,Yes,No,,
Yara Abbas,2013,Syria,Female,Crossfire,Confirmed,Broadcast Reporter,Staff,Al-Ikhbariya,War,Television,Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/yaraabbasafp.jpg,
Yasser Faisal al-Jumaili,2013,,Male,Murder,Confirmed,Camera Operator,Freelance,Freelance,"Politics,War",Television,Foreign,Political Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Yasser-Faisal-al-Jumaili-cropped200.jpg,Reuters
Youssef Adel Bakri (Youssef Abu Jad),2013,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Halab News Network,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Youssef Younis,2013,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Freelance,Freelance,"Human Rights,Politics,War",Internet,Local,Military Officials,Confirmed,,,,,
Yves Debay,2013,,Male,Crossfire,Confirmed,Internet Reporter,Staff,Assault,War,Internet,Foreign,,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/yvesdebay.afp.cropped.cap.jpg,
Abd al-Karim al-Ezzo,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,War,Internet,Local,Military Officials,Confirmed,,,,,
Abdel Karim al-Oqda,2012,Syria,Male,Murder,Confirmed,Camera Operator,Staff,Shaam News Network,"Human Rights,War",Internet,Local,Military Officials,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/abuhassan.youtube.cropped.jpg,
Abdirahman Yasin Ali,2012,Somalia,Male,Murder,Confirmed,Editor,Staff,Radio Hamar,"Culture,Human Rights,Politics",Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Killed.abdirahman.Yasin%252528SOMJA%252529.jpg,
Abdisatar Daher Sabriye,2012,Somalia,Male,Murder,Confirmed,Editor,Staff,Radio Mogadishu,"Culture,Human Rights,Politics",Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/killed.Abdisatar%252520Daher%252520Sabriye%252520%252528SOMJA%252529.jpg,
Abdul Haq Baloch,2012,Pakistan,Male,Murder,Confirmed,Broadcast Reporter,Staff,ARY Television,"Crime,Politics,War",Television,Local,Political Group,Confirmed,No,No,Yes,,
Abdul Qadir Hajizai,2012,Pakistan,Male,Murder,Confirmed,Broadcast Reporter,Freelance,WASH TV,"Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Abukar Hassan Mohamoud,2012,Somalia,Male,Murder,Confirmed,Editor,Staff,Somaliweyn Radio,"Human Rights,Politics",Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Abukar.Hassan.NUSOJ.cap.jpg,(NUSOJ)
Adrián Silva Moreno,2012,Mexico,Male,Dangerous Assignment,Confirmed,Print Reporter,Freelance,Freelance,Crime,Print,Local,Criminal Group,Confirmed,,,,,
Ahmed Addow Anshur,2012,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Columnist/Commentator,Producer",Staff,Shabelle Media Network,Politics,Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmed%252520Addow%252520%252528Shabelle%252529.cropped.jpg,Shabelle
Ahmed Adnan al-Ashlaq,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Shaam News Network,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Ahmed al-Assam,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Ahmed Farah Ilyas,2012,Somalia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Universal TV,"Culture,Politics",Television,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmed%252520Farah%252520%252528Somalilandpress%252529cap.jpg,
Ahmed Ismail Hassan,2012,Bahrain,Male,Dangerous Assignment,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,Politics",Internet,Local,Paramilitary Group,Confirmed,,,,,
Al-Hosseiny Abou Deif,2012,Egypt,Male,Murder,Confirmed,"Internet Reporter,Print Reporter",Staff,El-Fagr,"Human Rights,Politics","Print,Internet",Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Abou.jpg,AP
Ali Abbas,2012,Syria,Male,Murder,Confirmed,Editor,Staff,SANA,"Politics,War","Television,Internet",Local,Political Group,Confirmed,No,No,No,,
Ali Ahmed Abdi,2012,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Columnist/Commentator,Internet Reporter",Freelance,Freelance,"Human Rights,Politics,War","Radio,Internet",Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Ali.Abdi.MohamedGarane.cap.jpg,(Mohamed Garane)
Ali Shaaban,2012,Lebanon,Male,Crossfire,Confirmed,Camera Operator,Staff,Al-Jadeed,War,Television,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/alishaaban_afp1.jpg,AFP
Ammar Mohamed Suhail Zado,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Shaam News Network,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Anas al-Tarsha,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/anasal-tarsh.fb1.jpg,
Ayham Mostafa Ghazzoul,2012,Syria,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Syrian Center for Media and Freedom of Expression,"Human Rights,War",Internet,Local,Political Group,Confirmed,,,,,
Basel Tawfiq Youssef,2012,Syria,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Syrian State TV,"Politics,War",Television,Local,Political Group,Confirmed,,,,,
Bassel al-Shahade,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Freelance,Freelance,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Byron Baldeón,2012,Ecuador,Male,Murder,Confirmed,Photographer,Freelance,Freelance,Crime,Print,Local,,Confirmed,No,No,No,,
Christopher Guarin,2012,Philippines,Male,Murder,Confirmed,"Internet Reporter,Publisher/Owner",Staff,Radyo Mo Nationwide and Tatak News,"Business,Politics","Print,Radio",Local,Local Residents,Confirmed,No,No,Yes,,
Daudi Mwangosi,2012,Tanzania,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Channel Ten,Politics,Television,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/daudimwangosi.jpg,
Décio Sá,2012,Brazil,Male,Murder,Confirmed,"Internet Reporter,Print Reporter",Staff,O Estado do Maranhão and Blog do Décio,"Corruption,Politics","Print,Internet",Local,Criminal Group,Confirmed,No,No,Yes,,
Dwijamani Singh,2012,India,Male,Dangerous Assignment,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Prime News,Politics,Television,Local,Government Officials,Confirmed,,,,,
Eduardo Carvalho,2012,Brazil,Male,Murder,Confirmed,Publisher/Owner,Staff,Última Hora News,"Corruption,Crime",Internet,Local,Government Officials,Confirmed,No,No,Yes,,
Enenche Akogwu,2012,Nigeria,Male,Murder,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Channels TV,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Enenche.Akogwu.jpg,Channels TV
Farhan Jeemis Abdulle,2012,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Columnist/Commentator,Producer",Staff,Radio Daljir and Simba Radio,"Culture,Politics,War",Radio,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/somaliakilled.jpg,(Free Press Unlimited)
Gilles Jacquier,2012,,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,France 2,"Human Rights,Politics",Television,Foreign,,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Jacquier_rtrs.jpg,Reuters
Guillermo Quiroz Delgado,2012,Colombia,Male,Dangerous Assignment,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,Freelance,Politics,"Print,Television",Local,Government Officials,Confirmed,,,,,
Hang Serei Odom,2012,Cambodia,Male,Murder,Confirmed,Print Reporter,Staff,Virakchun Khmer Daily,"Business,Corruption,Crime,Politics",Print,Local,"Criminal Group, Military Officials",Confirmed,No,Yes,No,,
Hassan Osman Abdi,2012,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Editor,Producer",Staff,Shabelle Media Network,"Business,Corruption,Human Rights,Politics,War","Radio,Television",Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Hassan.Osman.somaliareport.jpg,(Somalia Report)
Hassan Yusuf Absuge,2012,Somalia,Male,Murder,Confirmed,"Broadcast Reporter,Producer",Staff,Radio Maanta,"Crime,Culture,Politics",Radio,Local,Political Group,Confirmed,No,No,No,,
Hatem Abu Yehia,2012,Syria,Male,Unknown,Confirmed,Camera Operator,Staff,Al-Ikhbariya,"Politics,War",Television,Local,,Confirmed,,,,,
Hozan Abdel Halim Mahmoud,2012,Syria,Male,Crossfire,Confirmed,"Camera Operator,Internet Reporter",Freelance,Freelance,War,Internet,Local,Paramilitary Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Mahmoud.SJA.jpg,Syrian Journalists Association
Hussam Salama,2012,Israel and the Occupied Palestinian Territory,Male,Crossfire,Confirmed,Camera Operator,Staff,Al-Aqsa,War,Television,Local,Military Officials,Confirmed,,,,,
Ihsan al-Buni,2012,Syria,Male,Murder,Confirmed,Photographer,Staff,Al-Thawra,"Politics,War","Print,Internet",Local,Political Group,Confirmed,No,No,No,,
Jamal Uddin,2012,Bangladesh,Male,Murder,Confirmed,Print Reporter,Staff,Gramer Kagoj,Crime,Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Kazbek Gekkiyev,2012,Russia,Male,Murder,Confirmed,Broadcast Reporter,Staff,VGTRK,Culture,Television,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/gekkiyev_rtrs2.jpg,Reuters
Lawrence Fahmy al-Naimi,2012,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Shaam News Network,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Leiron Kogoya,2012,Indonesia,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Papua Pos Nabire and Pasifik Pos Dail,"Culture,Human Rights,Politics","Print,Internet",Local,,Confirmed,,,,,
